latitude,longitude,hour_of_day,nearby_incidents,nearby_safe_zones,lighting_density,police_proximity,crowd_density,cctv_coverage,response_speed,safety_score
13.1572,80.3149,6,3,4,54.5,62.7,63.5,71.6,85.3,73.7
13.0577,80.1793,8,2,5,89.3,85.8,67.2,80.5,89.6,98.0
13.0122,80.3166,19,1,2,66.7,62.0,84.4,77.0,83.0,86.5
13.1043,80.2581,11,0,4,64.8,81.7,57.9,52.0,96.3,98.0
13.1267,80.3189,4,3,2,54.1,62.0,57.7,51.0,83.0,39.0
12.9918,80.2363,2,3,3,87.4,89.8,89.7,61.5,98.0,62.6
12.9919,80.2258,10,3,3,85.0,92.5,89.7,61.5,97.9,80.9
12.9592,80.333,3,4,5,52.0,62.7,93.0,48.0,81.0,42.5
13.1341,80.2002,4,1,2,72.3,92.3,57.7,51.0,94.2,70.1
13.116,80.3188,0,1,3,62.7,62.0,57.1,48.2,83.0,73.5
13.0687,80.2468,17,5,5,47.1,86.1,64.1,73.4,97.4,61.7
13.161,80.2528,11,4,4,89.7,86.1,63.5,71.6,97.4,79.1
13.1514,80.2117,12,2,3,82.8,93.8,61.0,63.7,95.9,90.1
13.0963,80.2646,8,0,4,68.8,81.7,57.9,52.0,96.3,98.0
13.1671,80.215,1,3,5,85.5,93.8,66.5,79.0,97.2,70.3
13.0015,80.1579,4,2,2,59.1,76.6,87.3,69.3,84.7,53.1
12.978,80.2044,12,1,4,65.5,92.3,91.4,54.6,94.2,98.0
13.0174,80.1513,15,0,3,75.4,71.9,81.2,83.2,82.5,98.0
12.9643,80.3457,15,4,5,55.3,68.0,93.0,48.0,78.4,64.3
13.0828,80.3431,23,3,5,86.5,64.8,61.5,65.5,79.5,73.4
13.1842,80.229,2,2,5,79.7,92.5,69.8,84.6,97.9,80.7
12.9598,80.2957,21,1,5,60.7,64.8,93.0,48.0,87.8,98.0
12.9805,80.2192,3,3,4,79.2,93.8,91.4,54.6,97.2,67.0
13.063,80.2842,10,1,5,65.7,72.2,67.2,80.5,92.6,98.0
13.1835,80.3111,22,2,5,61.9,62.7,69.8,84.6,85.3,72.4
13.029,80.3394,13,2,4,82.4,64.8,77.7,87.1,79.5,95.7
13.0768,80.23,2,3,5,57.6,92.5,61.5,65.5,97.9,60.2
12.9604,80.3067,15,2,5,62.3,62.7,93.0,48.0,85.3,88.7
12.9871,80.2032,21,1,3,73.1,92.3,89.7,61.5,94.2,96.4
13.1967,80.3481,14,0,5,68.3,68.0,76.9,87.6,78.4,98.0
13.1913,80.1552,9,1,5,67.0,76.6,73.3,87.6,84.7,98.0
12.9512,80.2707,8,2,5,79.3,76.9,92.7,49.3,94.7,95.1
13.188,80.2819,10,1,5,73.1,72.2,73.3,87.6,92.6,98.0
13.1098,80.2876,15,0,4,75.3,68.1,57.1,48.6,90.3,98.0
13.167,80.1741,9,3,5,54.5,81.3,66.5,79.0,87.1,70.9
13.0637,80.3377,16,4,5,88.4,64.8,67.2,80.5,79.5,79.4
13.0789,80.1862,18,2,5,75.3,89.6,61.5,65.5,92.0,95.5
13.0722,80.2746,1,2,5,55.6,76.9,64.1,73.4,94.7,68.4
13.1167,80.1945,23,1,3,67.4,89.6,57.1,48.2,92.0,76.0
12.9849,80.2114,22,1,4,82.3,93.8,91.4,54.6,95.9,86.7
12.9575,80.2593,1,4,5,91.2,81.7,93.0,48.0,96.3,62.3
13.027,80.2334,5,1,4,61.6,92.5,77.7,87.1,97.9,98.0
13.1262,80.182,18,3,2,63.6,85.8,57.7,51.0,89.6,60.0
13.0005,80.1842,7,1,2,64.2,85.8,87.3,69.3,89.6,86.3
13.1184,80.2336,2,2,3,80.7,92.5,57.1,48.2,97.9,72.1
13.1925,80.3015,13,0,5,71.6,64.8,73.3,87.6,87.8,98.0
12.9735,80.3296,15,5,5,45.7,62.7,92.6,49.9,81.0,59.3
13.1182,80.1668,0,1,3,59.6,81.3,57.1,48.2,87.1,73.7
13.0609,80.2286,20,4,5,48.2,92.5,67.2,80.5,97.9,61.4
13.167,80.17,2,2,5,55.5,81.3,66.5,79.0,87.1,66.4
12.9943,80.1533,21,4,3,51.0,71.9,89.7,61.5,82.5,52.9
13.1232,80.2823,17,0,3,79.1,72.2,57.1,48.2,92.6,98.0
13.1595,80.2705,8,3,4,87.2,76.9,63.5,71.6,94.7,89.1
13.1862,80.1826,5,0,5,70.4,85.8,73.3,87.6,89.6,98.0
13.1208,80.1968,22,1,3,73.3,92.3,57.1,48.2,94.2,77.4
13.0743,80.1547,20,4,5,90.8,71.9,64.1,73.4,82.5,78.8
13.1045,80.317,0,1,4,78.0,62.0,57.9,52.0,83.0,86.0
13.1672,80.3449,20,3,5,56.1,64.8,66.5,79.0,79.5,71.8
13.0927,80.1771,9,2,5,80.5,85.8,59.4,58.0,89.6,95.7
12.9576,80.1963,5,0,5,71.3,92.3,93.0,48.0,94.2,98.0
13.1827,80.3237,22,2,5,65.0,62.0,69.8,84.6,83.0,70.7
13.1224,80.3353,11,2,3,55.8,64.8,57.1,48.2,79.5,82.8
13.1191,80.2339,3,2,3,86.8,92.5,57.1,48.2,97.9,73.2
13.0039,80.1601,12,2,2,58.7,76.6,87.3,69.3,84.7,72.0
13.1147,80.1579,16,1,4,66.5,76.6,57.1,48.6,84.7,98.0
13.0485,80.2648,7,3,5,54.8,81.7,70.6,85.6,96.3,71.5
13.1128,80.2286,19,1,4,73.9,92.5,57.1,48.6,97.9,98.0
12.9766,80.1557,2,4,4,56.3,76.6,91.4,54.6,84.7,43.7
13.1145,80.2667,11,1,4,76.8,76.9,57.1,48.6,94.7,98.0
13.1999,80.1523,6,0,5,66.3,71.9,76.9,87.6,82.5,98.0
12.9621,80.3075,11,3,5,58.8,62.7,93.0,48.0,85.3,75.1
13.1943,80.2113,1,0,5,73.4,93.8,73.3,87.6,95.9,96.7
13.0517,80.1581,23,5,5,94.1,76.6,70.6,85.6,84.7,64.5
13.1677,80.2677,13,2,5,84.9,76.9,66.5,79.0,94.7,98.0
13.1456,80.2295,21,4,3,92.8,92.5,61.0,63.7,97.9,71.8
13.0918,80.3448,22,2,5,82.6,64.8,59.4,58.0,79.5,80.6
13.1346,80.2588,4,4,2,87.0,81.7,57.7,51.0,96.3,47.0
13.1696,80.205,8,1,5,79.5,93.8,66.5,79.0,95.9,98.0
13.051,80.2919,20,1,5,78.5,68.1,70.6,85.6,90.3,98.0
13.0318,80.2043,10,0,4,60.6,92.3,77.7,87.1,94.2,98.0
13.1169,80.3308,4,3,3,59.5,62.7,57.1,48.2,81.0,48.2
13.152,80.2249,2,2,3,84.8,93.8,61.0,63.7,97.2,72.8
13.1406,80.26,16,4,2,91.9,81.7,59.0,56.4,96.3,63.1
13.1495,80.1601,1,4,3,47.0,76.6,61.0,63.7,84.7,33.7
13.0589,80.2352,23,5,5,52.2,89.8,67.2,80.5,98.0,43.4
13.1545,80.3165,0,3,3,50.6,62.0,61.0,63.7,83.0,43.7
12.9801,80.3111,6,3,4,57.2,62.7,91.4,54.6,85.3,73.0
13.0861,80.1949,13,0,5,80.4,89.6,59.4,58.0,92.0,98.0
12.9514,80.1952,4,1,5,71.1,92.3,92.7,49.3,94.2,84.4
13.0311,80.3135,18,1,4,74.0,62.7,77.7,87.1,85.3,98.0
13.0416,80.3361,10,4,4,90.2,64.8,74.1,87.9,79.5,78.3
13.049,80.1691,22,3,5,92.8,81.3,70.6,85.6,87.1,72.3
13.1239,80.24,1,3,3,81.6,89.8,57.1,48.2,98.0,63.7
13.0471,80.2175,7,2,5,58.2,93.8,70.6,85.6,97.2,87.5
13.0622,80.3241,8,4,5,91.1,62.0,67.2,80.5,83.0,77.9
13.0094,80.1667,2,0,2,62.4,81.3,84.4,77.0,87.1,79.6
13.0433,80.1922,1,2,4,81.1,89.6,74.1,87.9,92.0,77.7
13.0068,80.3005,6,0,2,73.4,64.8,84.4,77.0,87.8,98.0
12.9683,80.1603,4,5,5,55.1,76.6,92.6,49.9,84.7,41.4
13.1009,80.2485,20,0,4,68.9,86.1,57.9,52.0,97.4,98.0
13.1171,80.2384,4,3,3,82.4,89.8,57.1,48.2,98.0,62.5
13.1049,80.2169,19,0,4,67.5,93.8,57.9,52.0,97.2,98.0
13.0659,80.2289,12,4,5,54.3,92.5,64.1,73.4,97.9,61.5
13.0449,80.256,20,2,4,67.5,81.7,74.1,87.9,96.3,86.2
13.1658,80.1823,19,3,5,59.8,85.8,66.5,79.0,89.6,74.3
13.0798,80.2644,5,2,5,51.7,81.7,61.5,65.5,96.3,83.4
13.0698,80.3111,19,3,5,85.6,62.7,64.1,73.4,85.3,90.4
12.9564,80.302,17,1,5,68.4,64.8,93.0,48.0,87.8,98.0
13.0353,80.1808,1,3,4,82.0,85.8,74.1,87.9,89.6,67.4
13.045,80.1798,5,2,5,84.0,85.8,70.6,85.6,89.6,98.0
13.0497,80.2036,8,1,5,71.7,92.3,70.6,85.6,94.2,98.0
13.095,80.2222,2,0,4,63.0,93.8,57.9,52.0,97.2,93.7
13.0834,80.2317,0,3,5,60.0,92.5,61.5,65.5,97.9,55.0
13.102,80.2859,0,0,4,69.7,68.1,57.9,52.0,90.3,96.9
13.1412,80.1613,18,5,2,47.1,76.6,59.0,56.4,84.7,46.7
13.1532,80.1569,4,4,3,48.7,76.6,61.0,63.7,84.7,32.8
13.1295,80.2284,12,3,2,83.2,92.5,57.7,51.0,97.9,74.0
13.1889,80.2894,18,0,5,79.4,68.1,73.3,87.6,90.3,98.0
12.9546,80.1887,11,2,5,63.5,89.6,92.7,49.3,92.0,91.4
12.9989,80.2783,15,0,2,74.9,72.2,87.3,69.3,92.6,98.0
12.9519,80.202,18,1,5,74.2,92.3,92.7,49.3,94.2,98.0
13.1119,80.3272,2,0,4,65.2,62.7,57.1,48.6,81.0,95.2
13.1745,80.3291,11,4,5,56.0,62.7,66.5,79.0,81.0,61.3
13.0109,80.2095,4,0,2,71.4,93.8,84.4,77.0,95.9,80.6
13.1818,80.196,1,1,5,71.6,92.3,69.8,84.6,94.2,89.8
12.9651,80.2323,21,3,5,93.4,92.5,92.6,49.9,97.9,94.7
13.1836,80.1981,6,1,5,74.5,92.3,69.8,84.6,94.2,98.0
13.0379,80.2845,12,1,4,72.1,72.2,74.1,87.9,92.6,98.0
12.9754,80.3152,14,4,4,53.5,62.0,91.4,54.6,83.0,61.5
13.0715,80.2846,21,1,5,69.2,72.2,64.1,73.4,92.6,98.0
13.0142,80.3149,2,1,2,67.3,62.7,84.4,77.0,85.3,70.2
13.0212,80.2294,20,0,3,71.3,92.5,81.2,83.2,97.9,98.0
13.0268,80.1813,19,2,4,74.9,85.8,77.7,87.1,89.6,96.9
13.1508,80.2976,4,1,3,62.6,64.8,61.0,63.7,87.8,73.7
13.0848,80.2221,23,3,5,58.6,93.8,61.5,65.5,97.2,61.9
13.0278,80.2843,7,0,4,68.9,72.2,77.7,87.1,92.6,98.0
13.1026,80.2041,21,1,4,74.6,92.3,57.9,52.0,94.2,98.0
13.129,80.1662,0,3,2,56.7,81.3,57.7,51.0,87.1,42.3
13.0182,80.3485,7,1,3,72.7,68.0,81.2,83.2,78.4,96.6
13.0534,80.1812,23,2,5,79.5,85.8,70.6,85.6,89.6,79.1
12.9805,80.3477,17,4,4,59.5,68.0,91.4,54.6,78.4,63.3
12.9953,80.3455,19,1,2,62.6,68.0,87.3,69.3,78.4,87.3
13.1203,80.3088,15,2,3,64.4,62.7,57.1,48.2,85.3,80.6
12.9954,80.2819,17,0,2,76.0,72.2,87.3,69.3,92.6,98.0
13.0813,80.2656,19,3,5,60.4,76.9,61.5,65.5,94.7,77.7
13.1273,80.3232,11,2,2,57.8,62.0,57.7,51.0,83.0,71.8
12.9767,80.2079,12,2,4,82.0,93.8,91.4,54.6,95.9,95.6
13.0918,80.2435,12,2,5,58.3,89.8,59.4,58.0,98.0,85.2
13.0141,80.2739,9,1,2,75.0,76.9,84.4,77.0,94.7,90.7
13.1907,80.2322,6,0,5,75.4,92.5,73.3,87.6,97.9,98.0
13.0709,80.2355,13,5,5,59.4,89.8,64.1,73.4,98.0,59.9
13.1515,80.2161,23,2,3,80.0,93.8,61.0,63.7,97.2,73.3
13.0876,80.2628,15,2,5,61.3,81.7,59.4,58.0,96.3,88.6
12.9609,80.3201,14,3,5,55.9,62.0,93.0,48.0,83.0,74.8
13.1083,80.1903,11,1,4,66.1,89.6,57.1,48.6,92.0,98.0
13.1879,80.3369,8,0,5,69.7,64.8,73.3,87.6,79.5,98.0
13.1004,80.2878,7,1,4,78.6,68.1,57.9,52.0,90.3,98.0
13.1548,80.3147,17,2,3,57.7,62.7,61.0,63.7,85.3,76.1
13.1711,80.2612,22,3,5,84.9,81.7,66.5,79.0,96.3,69.8
13.007,80.3059,17,0,2,71.4,62.7,84.4,77.0,85.3,98.0
13.003,80.1532,12,3,2,57.1,71.9,87.3,69.3,82.5,59.9
13.1027,80.3137,17,0,4,77.1,62.7,57.9,52.0,85.3,98.0
13.0528,80.158,14,5,5,94.1,76.6,70.6,85.6,84.7,82.2
13.16,80.328,3,4,4,56.6,62.7,63.5,71.6,81.0,41.9
13.175,80.3484,16,2,5,61.5,68.0,69.8,84.6,78.4,86.8
13.0384,80.2088,4,1,4,67.2,93.8,74.1,87.9,95.9,78.2
13.0092,80.1921,21,1,2,70.0,89.6,84.4,77.0,92.0,88.5
13.1451,80.3031,15,1,3,60.5,64.8,61.0,63.7,87.8,90.4
13.0187,80.2006,8,1,3,74.5,92.3,81.2,83.2,94.2,96.8
13.1557,80.3231,9,3,4,54.5,62.0,63.5,71.6,83.0,71.1
13.0559,80.1706,23,4,5,91.5,81.3,67.2,80.5,87.1,64.7
13.1169,80.1752,17,1,3,65.1,85.8,57.1,48.2,89.6,90.3
12.9739,80.3458,16,4,5,57.8,68.0,92.6,49.9,78.4,62.7
13.106,80.2848,17,0,4,71.6,72.2,57.1,48.6,92.6,98.0
13.0629,80.3194,6,4,5,92.2,62.0,67.2,80.5,83.0,80.7
13.0967,80.2149,3,0,4,75.5,93.8,57.9,52.0,95.9,95.6
12.992,80.2853,4,1,3,69.6,68.1,89.7,61.5,90.3,79.1
13.1342,80.2688,22,2,2,85.7,76.9,57.7,51.0,94.7,66.2
13.1657,80.2706,15,3,5,84.9,76.9,66.5,79.0,94.7,87.3
13.0042,80.2865,2,0,2,72.8,68.1,87.3,69.3,90.3,85.0
12.9739,80.2651,17,3,5,88.1,76.9,92.6,49.9,94.7,88.8
12.9559,80.2358,22,4,5,96.3,89.8,93.0,48.0,98.0,60.3
13.1105,80.2052,20,1,4,79.4,93.8,57.1,48.6,95.9,98.0
13.1018,80.3037,13,0,4,71.4,64.8,57.9,52.0,87.8,98.0
13.0867,80.1953,14,1,5,71.7,92.3,59.4,58.0,94.2,98.0
13.008,80.2885,16,0,2,68.8,68.1,84.4,77.0,90.3,98.0
13.0477,80.1967,0,1,5,70.5,92.3,70.6,85.6,94.2,86.9
13.0986,80.2751,20,0,4,70.5,72.2,57.9,52.0,92.6,98.0
13.0742,80.2994,16,2,5,77.4,64.8,64.1,73.4,87.8,95.6
13.1969,80.1937,22,0,5,74.3,89.6,76.9,87.6,92.0,98.0
12.9841,80.162,10,5,4,49.7,76.6,91.4,54.6,84.7,57.2
13.1238,80.1762,16,1,3,66.6,85.8,57.1,48.2,89.6,92.6
13.0511,80.2712,13,3,5,61.1,76.9,70.6,85.6,94.7,73.8
13.057,80.3199,19,3,5,85.7,62.0,67.2,80.5,83.0,89.6
13.1294,80.159,18,4,2,53.0,76.6,57.7,51.0,84.7,47.2
13.1231,80.2968,20,0,3,66.3,64.8,57.1,48.2,87.8,98.0
13.1978,80.2183,6,1,5,68.6,93.8,76.9,87.6,97.2,98.0
12.9821,80.2457,23,4,4,92.9,86.1,91.4,54.6,97.4,61.7
12.976,80.3358,12,5,4,51.5,64.8,91.4,54.6,79.5,59.5
13.1311,80.2164,17,2,2,80.3,93.8,57.7,51.0,97.2,85.2
13.0946,80.2431,22,3,5,60.5,89.8,59.4,58.0,98.0,56.1
13.0185,80.1527,13,0,3,76.2,71.9,81.2,83.2,82.5,98.0
12.9699,80.1663,0,4,5,54.8,81.3,92.6,49.9,87.1,47.0
12.9714,80.2017,6,0,5,69.4,92.3,92.6,49.9,94.2,98.0
13.1735,80.1556,7,4,5,50.2,76.6,66.5,79.0,84.7,62.7
12.998,80.2763,17,0,2,73.2,72.2,87.3,69.3,92.6,98.0
13.0308,80.2353,8,3,4,58.0,89.8,77.7,87.1,98.0,74.8
13.0067,80.2596,0,0,2,78.5,81.7,84.4,77.0,96.3,85.3
13.0387,80.1849,21,3,4,80.4,85.8,74.1,87.9,89.6,87.1
12.9674,80.2092,16,1,5,77.0,93.8,92.6,49.9,95.9,98.0
13.0798,80.2828,18,2,5,67.5,72.2,61.5,65.5,92.6,88.7
12.9669,80.3431,5,4,5,53.3,64.8,92.6,49.9,79.5,60.0
13.1501,80.1601,2,5,3,52.1,76.6,61.0,63.7,84.7,36.0
13.0084,80.3281,23,0,2,64.5,62.7,84.4,77.0,81.0,79.8
13.085,80.2654,4,2,5,64.7,76.9,59.4,58.0,94.7,73.8
13.17,80.2628,1,2,5,84.6,81.7,66.5,79.0,96.3,81.2
13.1127,80.2501,19,1,4,77.3,86.1,57.1,48.6,97.4,98.0
13.0832,80.1639,3,3,5,89.1,76.6,61.5,65.5,84.7,69.7
13.0311,80.168,9,2,4,88.2,81.3,77.7,87.1,87.1,94.8
13.0333,80.2702,9,1,4,64.0,76.9,77.7,87.1,94.7,98.0
13.1174,80.2182,23,2,3,84.8,93.8,57.1,48.2,97.2,68.9
13.1985,80.3335,20,0,5,82.0,62.7,76.9,87.6,81.0,98.0
13.1155,80.2313,10,2,3,82.8,92.5,57.1,48.2,97.9,88.1
13.0894,80.1787,15,1,5,80.9,85.8,59.4,58.0,89.6,98.0
13.1327,80.2929,16,1,2,75.9,68.1,57.7,51.0,90.3,88.7
13.0663,80.2087,15,1,5,64.8,93.8,64.1,73.4,95.9,98.0
12.965,80.2551,6,4,5,88.2,81.7,92.6,49.9,96.3,81.4
13.0906,80.2896,15,0,5,73.6,68.1,59.4,58.0,90.3,98.0
13.1894,80.3301,2,1,5,63.1,62.7,73.3,87.6,81.0,85.6
12.9938,80.3084,15,2,3,68.6,62.7,89.7,61.5,85.3,79.5
13.1225,80.2853,7,1,3,77.7,68.1,57.1,48.2,90.3,96.5
13.0002,80.2859,11,0,2,67.9,68.1,87.3,69.3,90.3,98.0
13.084,80.3392,2,4,5,91.7,64.8,61.5,65.5,79.5,60.6
12.9742,80.2092,16,1,5,77.5,93.8,92.6,49.9,95.9,98.0
13.0626,80.1502,20,5,5,93.6,71.9,67.2,80.5,82.5,82.8
13.139,80.2044,17,0,2,72.4,92.3,59.0,56.4,94.2,98.0
13.0369,80.1936,10,2,4,76.7,89.6,74.1,87.9,92.0,94.3
13.1162,80.2824,3,0,3,73.1,72.2,57.1,48.2,92.6,93.1
13.1489,80.2767,15,2,3,77.7,72.2,61.0,63.7,92.6,89.8
13.1818,80.2687,16,1,5,78.3,76.9,69.8,84.6,94.7,98.0
13.0087,80.1532,8,1,2,66.6,71.9,84.4,77.0,82.5,85.9
13.0498,80.2958,5,1,5,73.8,64.8,70.6,85.6,87.8,98.0
12.9881,80.2147,23,2,3,76.6,93.8,89.7,61.5,95.9,69.6
13.1981,80.283,19,0,5,73.6,72.2,76.9,87.6,92.6,98.0
13.1818,80.2613,1,2,5,78.8,81.7,69.8,84.6,96.3,77.3
13.085,80.2185,8,2,5,62.8,93.8,61.5,65.5,97.2,90.0
13.1605,80.1769,20,3,4,62.3,85.8,63.5,71.6,89.6,74.4
13.0802,80.1689,5,3,5,88.6,81.3,61.5,65.5,87.1,91.8
13.1059,80.3163,2,1,4,69.6,62.0,57.1,48.6,83.0,84.0
12.9723,80.3337,19,4,5,49.4,62.7,92.6,49.9,81.0,58.0
13.1388,80.28,5,2,2,77.1,72.2,59.0,56.4,92.6,81.4
12.9819,80.1707,6,3,4,54.1,81.3,91.4,54.6,87.1,73.4
13.1565,80.2304,0,4,4,90.0,92.5,63.5,71.6,97.9,61.8
13.1455,80.2958,22,1,3,63.2,64.8,61.0,63.7,87.8,73.7
13.1272,80.306,0,3,2,57.2,62.7,57.7,51.0,85.3,41.5
12.959,80.1736,4,3,5,55.6,81.3,93.0,48.0,87.1,54.8
13.0258,80.15,5,3,4,85.5,71.9,77.7,87.1,82.5,85.6
13.0158,80.2924,12,0,3,70.9,68.1,81.2,83.2,90.3,98.0
13.04,80.2213,1,3,4,61.1,93.8,74.1,87.9,97.2,57.9
12.9719,80.2009,14,0,5,70.5,92.3,92.6,49.9,94.2,98.0
13.1842,80.1526,14,3,5,64.2,71.9,69.8,84.6,82.5,76.9
13.0885,80.2581,12,1,5,55.4,81.7,59.4,58.0,96.3,98.0
13.0264,80.3202,13,2,4,85.1,62.0,77.7,87.1,83.0,97.1
13.0492,80.3415,21,4,5,93.7,64.8,70.6,85.6,79.5,78.9
13.0618,80.2631,6,4,5,50.7,81.7,67.2,80.5,96.3,61.8
13.1001,80.2529,13,0,4,69.5,86.1,57.9,52.0,97.4,98.0
13.0789,80.167,23,4,5,86.3,81.3,61.5,65.5,87.1,61.0
13.1798,80.2598,9,1,5,81.5,81.7,69.8,84.6,96.3,98.0
13.0742,80.226,16,4,5,47.4,92.5,64.1,73.4,97.9,61.8
13.198,80.2714,13,0,5,69.9,76.9,76.9,87.6,94.7,98.0
13.1629,80.2277,7,4,4,84.9,92.5,63.5,71.6,97.9,78.3
13.0021,80.1981,3,0,2,71.1,92.3,87.3,69.3,94.2,83.7
13.1826,80.169,15,2,5,68.1,81.3,69.8,84.6,87.1,85.9
12.9791,80.213,23,1,4,76.8,93.8,91.4,54.6,95.9,87.4
13.1544,80.1693,12,4,3,57.1,81.3,61.0,63.7,87.1,51.0
13.0452,80.1854,21,1,5,85.1,89.6,70.6,85.6,92.0,98.0
13.1695,80.3475,19,3,5,57.2,68.0,66.5,79.0,78.4,73.9
13.167,80.2388,17,3,5,87.1,89.8,66.5,79.0,98.0,91.2
13.1515,80.2564,13,4,3,87.9,81.7,61.0,63.7,96.3,72.3
13.1475,80.3247,17,3,3,51.8,62.0,61.0,63.7,83.0,62.2
13.0262,80.3491,4,2,4,89.2,68.0,77.7,87.1,78.4,79.6
12.9702,80.2665,8,2,5,88.1,76.9,92.6,49.9,94.7,98.0
13.0507,80.3125,2,3,5,81.0,62.7,70.6,85.6,85.3,72.3
12.9934,80.2154,7,2,3,75.2,93.8,89.7,61.5,97.2,87.8
13.1237,80.2111,19,1,3,74.3,93.8,57.1,48.2,95.9,98.0
13.0365,80.2305,21,2,4,58.2,92.5,74.1,87.9,97.9,83.6
13.1939,80.2845,9,1,5,73.2,72.2,73.3,87.6,92.6,98.0
13.1102,80.2864,21,0,4,67.5,68.1,57.1,48.6,90.3,98.0
13.1556,80.213,18,2,4,80.9,93.8,63.5,71.6,95.9,97.2
12.9831,80.1766,20,2,4,56.1,85.8,91.4,54.6,89.6,85.0
13.1655,80.2765,2,2,5,77.0,72.2,66.5,79.0,92.6,79.7
13.1807,80.1757,10,1,5,68.0,85.8,69.8,84.6,89.6,98.0
13.0718,80.2657,10,3,5,57.6,76.9,64.1,73.4,94.7,76.1
13.1016,80.2887,16,0,4,73.9,68.1,57.9,52.0,90.3,98.0
13.1412,80.2901,15,1,2,68.1,68.1,59.0,56.4,90.3,88.6
12.9937,80.3007,6,1,3,70.8,64.8,89.7,61.5,87.8,95.5
13.0756,80.3246,3,3,5,83.2,62.0,61.5,65.5,83.0,68.7
13.0497,80.25,22,4,5,55.5,86.1,70.6,85.6,97.4,41.7
12.9866,80.296,18,2,3,67.8,64.8,89.7,61.5,87.8,81.0
13.0419,80.2738,11,2,4,66.0,76.9,74.1,87.9,94.7,85.1
12.967,80.1873,14,2,5,67.6,89.6,92.6,49.9,92.0,89.9
12.9565,80.1551,10,4,5,52.4,76.6,93.0,48.0,84.7,58.0
12.9838,80.2069,4,2,4,72.2,93.8,91.4,54.6,95.9,75.3
13.1908,80.2386,4,0,5,76.3,89.8,73.3,87.6,98.0,98.0
13.0874,80.2734,14,2,5,61.6,76.9,59.4,58.0,94.7,89.9
13.1915,80.32,17,0,5,70.6,62.0,73.3,87.6,83.0,98.0
13.0581,80.1892,10,2,5,82.2,89.6,67.2,80.5,92.0,95.6
13.028,80.1751,11,1,4,78.1,85.8,77.7,87.1,89.6,98.0
13.0765,80.3427,1,4,5,88.8,64.8,61.5,65.5,79.5,61.7
13.0599,80.1716,19,3,5,98.0,81.3,67.2,80.5,87.1,90.1
12.9764,80.2457,14,5,4,94.8,86.1,91.4,54.6,97.4,82.2
13.1102,80.2671,19,0,4,73.5,76.9,57.1,48.6,94.7,98.0
13.004,80.2583,3,2,2,78.7,81.7,87.3,69.3,96.3,63.5
13.1049,80.1672,21,0,4,76.5,81.3,57.9,52.0,87.1,98.0
13.1126,80.1614,17,1,4,71.5,76.6,57.1,48.6,84.7,98.0
12.988,80.1711,5,3,3,57.0,81.3,89.7,61.5,87.1,67.4
12.9653,80.2671,22,3,5,85.2,76.9,92.6,49.9,94.7,72.0
13.1452,80.2589,18,3,3,91.8,81.7,61.0,63.7,96.3,83.5
13.065,80.1967,10,1,5,73.6,92.3,67.2,80.5,94.2,98.0
12.9645,80.2776,23,1,5,75.8,72.2,93.0,48.0,92.6,89.9
13.1987,80.314,1,1,5,69.5,62.7,76.9,87.6,85.3,88.4
12.9644,80.1583,7,4,5,54.3,76.6,93.0,48.0,84.7,61.7
13.1238,80.2496,10,3,3,79.6,86.1,57.1,48.2,97.4,80.2
13.1959,80.2879,4,0,5,78.1,68.1,76.9,87.6,90.3,98.0
13.0098,80.2005,17,1,2,73.5,92.3,84.4,77.0,94.2,90.1
12.9856,80.2116,22,1,3,79.2,93.8,89.7,61.5,95.9,80.9
12.9803,80.2727,17,3,4,85.3,76.9,91.4,54.6,94.7,87.7
13.0258,80.3296,13,2,4,89.8,62.7,77.7,87.1,81.0,95.4
12.9753,80.312,21,3,4,58.4,62.7,91.4,54.6,85.3,71.1
13.123,80.2666,9,1,3,83.9,76.9,57.1,48.2,94.7,98.0
12.9656,80.296,2,2,5,60.2,64.8,92.6,49.9,87.8,71.7
13.0774,80.223,8,2,5,66.5,93.8,61.5,65.5,97.2,89.4
13.1992,80.2782,2,1,5,71.2,72.2,76.9,87.6,92.6,86.6
13.1535,80.2432,10,4,3,97.9,89.8,61.0,63.7,98.0,72.8
13.1038,80.188,11,1,4,73.0,89.6,57.9,52.0,92.0,98.0
13.0266,80.2903,11,0,4,68.4,68.1,77.7,87.1,90.3,98.0
13.106,80.2613,2,1,4,78.7,81.7,57.1,48.6,96.3,87.6
13.0818,80.2217,20,2,5,63.2,93.8,61.5,65.5,97.2,88.2
13.0565,80.3323,6,5,5,95.2,62.7,67.2,80.5,81.0,81.0
12.9827,80.1542,13,4,4,50.7,71.9,91.4,54.6,82.5,59.0
13.1717,80.2132,23,2,5,78.4,93.8,66.5,79.0,95.9,78.5
13.0624,80.1614,10,4,5,93.3,76.6,67.2,80.5,84.7,81.4
12.9987,80.3033,6,1,2,77.7,64.8,87.3,69.3,87.8,90.4
13.0419,80.2904,20,0,4,73.2,68.1,74.1,87.9,90.3,98.0
13.0535,80.2163,9,3,5,57.5,93.8,70.6,85.6,97.2,74.6
13.1569,80.2851,10,0,4,73.0,68.1,63.5,71.6,90.3,98.0
13.1334,80.2292,14,3,2,81.9,92.5,57.7,51.0,97.9,72.3
13.1423,80.3013,18,1,2,65.6,64.8,59.0,56.4,87.8,85.8
12.9528,80.2408,15,4,5,92.8,89.8,92.7,49.3,98.0,77.7
13.054,80.2325,21,3,5,52.0,92.5,70.6,85.6,97.9,74.6
